ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
7/32658667,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,95.1,Picoides pubescens,Downy Woodpecker,0.42,Pycnonotus jocosus,Red whiskered Bulbul,0.36,Picoides scalaris,Ladder backed Woodpecker,0.15,Melanerpes lewis,Lewis's Woodpecker,0.09
9/32657569,Dendrocopos major,Picoides pubescens,Downy Woodpecker,57.07,Dendrocopos major,Great Spotted Woodpecker,13.92,Picoides villosus,Hairy Woodpecker,13.4,Picoides scalaris,Ladder backed Woodpecker,3.31,Picoides arcticus,Black backed Woodpecker,1.15
3/32657423,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,95.12,Pycnonotus jocosus,Red whiskered Bulbul,0.09,Picoides pubescens,Downy Woodpecker,0.07,Melanerpes aurifrons,Golden fronted Woodpecker,0.06,Icterus abeillei,Black backed Oriole,0.05
2/32657422,Dendrocopos major,Dendrocopos major,Great Spotted Woodpecker,93.56,Pycnonotus jocosus,Red whiskered Bulbul,0.12,Picoides pubescens,Downy Woodpecker,0.11,Icterus abeillei,Black backed Oriole,0.11,Cyanocitta cristata,Blue Jay,0.08
3/26069933,Galerida cristata,Campylorhynchus brunneicapillus,Cactus Wren,4.74,Molothrus ater,Brown headed Cowbird,4.12,Sturnus vulgaris,European Starling,4.12,Agelaius phoeniceus,Red winged Blackbird,4.02,Lonchura punctulata,Scaly breasted Munia,3.98
3/25989413,Galerida cristata,Sialia sialis,Eastern Bluebird,9.24,Sturnus vulgaris,European Starling,5.25,Sialia mexicana,Western Bluebird,4.8,Sialia currucoides,Mountain Bluebird,2.66,Tyrannus vociferans,Cassin's Kingbird,2.17
4/26011244,Galerida cristata,Alauda arvensis,Eurasian Skylark,31.36,Galerida cristata,Crested Lark,17.18,Sturnella neglecta,Western Meadowlark,8.04,Turdus philomelos,Song Thrush,3.17,Sturnus vulgaris,European Starling,3.14
5/26008735,Galerida cristata,Alauda arvensis,Eurasian Skylark,60.19,Galerida cristata,Crested Lark,4.78,Anthus novaeseelandiae novaeseelandiae,New Zealand Pipit,1.66,Anthus pratensis,Meadow Pipit,1.48,Saxicola rubetra,Whinchat,0.79
8/25163418,Galerida cristata,Melospiza melodia,Song Sparrow,7.02,Geopelia striata,Zebra Dove,4.68,Passer domesticus,House Sparrow,2.83,Gallirallus australis,Weka,2.27,Passerculus sandwichensis,Savannah Sparrow,2.26
3/25150113,Galerida cristata,Columbina inca,Inca Dove,14.36,Anas chlorotis,Brown Teal,11.54,Manorina melanocephala,Noisy Miner,4.66,Zenaida aurita,Zenaida Dove,2.5,Ocyphaps lophotes,Crested Pigeon,2.44
5/25143405,Galerida cristata,Geopelia striata,Zebra Dove,10.38,Zenaida aurita,Zenaida Dove,5.94,Eremophila alpestris,Horned Lark,3.69,Passer domesticus,House Sparrow,3.27,Zenaida macroura,Mourning Dove,3.24
9/25046309,Galerida cristata,Zonotrichia atricapilla,Golden crowned Sparrow,18.5,Prunella modularis,Dunnock,8.7,Melozone fusca,Canyon Towhee,7.9,Melozone crissalis,California Towhee,3.05,Chloris chloris,European Greenfinch,2.79
5/25032205,Galerida cristata,Galerida cristata,Crested Lark,29.6,Anthus rubescens,American Pipit,18.65,Anthus pratensis,Meadow Pipit,18.19,Alauda arvensis,Eurasian Skylark,9.16,Anthus novaeseelandiae novaeseelandiae,New Zealand Pipit,4.46
4/25032204,Galerida cristata,Galerida cristata,Crested Lark,91.57,Alauda arvensis,Eurasian Skylark,2.14,Eremophila alpestris,Horned Lark,0.31,Anthus pratensis,Meadow Pipit,0.27,Anthus rubescens,American Pipit,0.11
6/25033546,Galerida cristata,Alauda arvensis,Eurasian Skylark,10.82,Anthus rubescens,American Pipit,8.19,Galerida cristata,Crested Lark,8.09,Pooecetes gramineus,Vesper Sparrow,7.03,Anthus pratensis,Meadow Pipit,6.65
5/25033545,Galerida cristata,Pooecetes gramineus,Vesper Sparrow,20.84,Alauda arvensis,Eurasian Skylark,14.59,Galerida cristata,Crested Lark,8.89,Anthus pratensis,Meadow Pipit,3.93,Eremophila alpestris,Horned Lark,3.33
1/25022861,Galerida cristata,Alauda arvensis,Eurasian Skylark,51.35,Galerida cristata,Crested Lark,5.58,Pooecetes gramineus,Vesper Sparrow,2.38,Eremophila alpestris,Horned Lark,1.91,Oreoscoptes montanus,Sage Thrasher,1.83
0/25022860,Galerida cristata,Pooecetes gramineus,Vesper Sparrow,13.24,Passerculus sandwichensis,Savannah Sparrow,6.15,Oreoscoptes montanus,Sage Thrasher,5.53,Alauda arvensis,Eurasian Skylark,5.42,Galerida cristata,Crested Lark,3.98
4/25022114,Galerida cristata,Pooecetes gramineus,Vesper Sparrow,18.37,Oreoscoptes montanus,Sage Thrasher,15.57,Alauda arvensis,Eurasian Skylark,5.35,Passerculus sandwichensis,Savannah Sparrow,4.53,Anthus rubescens,American Pipit,3.92
1/25161511,Galerida cristata,Galerida cristata,Crested Lark,56.55,Alauda arvensis,Eurasian Skylark,3.41,Eremophila alpestris,Horned Lark,1.68,Ammodramus savannarum,Grasshopper Sparrow,1.37,Pooecetes gramineus,Vesper Sparrow,1.23
0/25033750,Galerida cristata,Anthus rubescens,American Pipit,35.0,Galerida cristata,Crested Lark,23.86,Anthus pratensis,Meadow Pipit,3.51,Pooecetes gramineus,Vesper Sparrow,2.71,Eremophila alpestris,Horned Lark,1.55
9/25033749,Galerida cristata,Galerida cristata,Crested Lark,22.76,Pooecetes gramineus,Vesper Sparrow,19.43,Anthus rubescens,American Pipit,16.45,Anthus pratensis,Meadow Pipit,4.36,Alauda arvensis,Eurasian Skylark,2.62
3/25016333,Galerida cristata,Galerida cristata,Crested Lark,63.8,Eremophila alpestris,Horned Lark,2.76,Anthus rubescens,American Pipit,1.65,Alauda arvensis,Eurasian Skylark,1.5,Pooecetes gramineus,Vesper Sparrow,0.74
1/25013101,Galerida cristata,Galerida cristata,Crested Lark,76.28,Alauda arvensis,Eurasian Skylark,5.36,Anthus rubescens,American Pipit,0.8,Eremophila alpestris,Horned Lark,0.54,Anthus pratensis,Meadow Pipit,0.48
6/25008296,Galerida cristata,Egretta novaehollandiae,White faced Heron,7.34,Vulpes vulpes,Red Fox,4.52,Numida meleagris,Helmeted Guineafowl,4.4,Haematopus unicolor,Variable Oystercatcher,4.12,Vulpes vulpes fulvus,Eastern American Red Fox,3.97
7/25008267,Galerida cristata,Galerida cristata,Crested Lark,27.14,Mimus polyglottos,Northern Mockingbird,8.49,Sturnus vulgaris,European Starling,4.18,Alauda arvensis,Eurasian Skylark,3.22,Passer domesticus,House Sparrow,1.75
3/25312683,Galerida cristata,Galerida cristata,Crested Lark,65.17,Melozone fusca,Canyon Towhee,1.31,Alauda arvensis,Eurasian Skylark,0.85,Baeolophus inornatus,Oak Titmouse,0.63,Aimophila ruficeps,Rufous crowned Sparrow,0.48
2/25312682,Galerida cristata,Galerida cristata,Crested Lark,60.88,Anthus rubescens,American Pipit,4.3,Melozone fusca,Canyon Towhee,2.97,Luscinia svecica,Bluethroat,1.42,Camptostoma imberbe,Northern Beardless Tyrannulet,0.89
5/32669365,Alauda arvensis,Alauda arvensis,Eurasian Skylark,60.27,Ammodramus savannarum,Grasshopper Sparrow,4.63,Passerculus sandwichensis,Savannah Sparrow,2.72,Calcarius lapponicus,Lapland Longspur,2.35,Pooecetes gramineus,Vesper Sparrow,2.33
4/32669364,Alauda arvensis,Alauda arvensis,Eurasian Skylark,60.48,Pooecetes gramineus,Vesper Sparrow,4.57,Ammodramus savannarum,Grasshopper Sparrow,3.33,Passerculus sandwichensis,Savannah Sparrow,1.59,Anthus rubescens,American Pipit,1.51
2/32648512,Alauda arvensis,Falco tinnunculus,Eurasian Kestrel,25.06,Alauda arvensis,Eurasian Skylark,13.44,Turdus pilaris,Fieldfare,4.39,Stelgidopteryx serripennis,Northern Rough winged Swallow,2.28,Carduelis cannabina,common linnet,2.09
7/32648507,Alauda arvensis,Stelgidopteryx serripennis,Northern Rough winged Swallow,84.25,Petrochelidon pyrrhonota,Cliff Swallow,1.36,Progne subis,Purple Martin,1.35,Riparia riparia,Bank Swallow,1.19,Petrochelidon fulva,Cave Swallow,1.04
0/32648500,Alauda arvensis,Stelgidopteryx serripennis,Northern Rough winged Swallow,14.27,Petrochelidon pyrrhonota,Cliff Swallow,12.58,Petrochelidon fulva,Cave Swallow,11.87,Alauda arvensis,Eurasian Skylark,11.37,Riparia riparia,Bank Swallow,6.49
7/32648497,Alauda arvensis,Alauda arvensis,Eurasian Skylark,92.05,Eremophila alpestris,Horned Lark,0.48,Sturnus vulgaris,European Starling,0.27,Stelgidopteryx serripennis,Northern Rough winged Swallow,0.24,Galerida cristata,Crested Lark,0.22
3/32648493,Alauda arvensis,Buteo jamaicensis,Red tailed Hawk,14.42,Buteo brachyurus,Short tailed Hawk,7.56,Buteo platypterus,Broad winged Hawk,6.86,Asio flammeus,Short eared Owl,4.93,Buteo regalis,Ferruginous Hawk,4.86
8/32648488,Alauda arvensis,Phalaropus tricolor,Wilson's Phalarope,11.49,Anas crecca,Green winged Teal,7.65,Anas strepera, ,5.04,Anas querquedula,garganey,4.96,Anas acuta,Northern Pintail,4.69
7/32648487,Alauda arvensis,Calidris bairdii,Baird's Sandpiper,9.63,Calidris minutilla,Least Sandpiper,7.79,Alauda arvensis,Eurasian Skylark,4.74,Calidris melanotos,Pectoral Sandpiper,4.6,Riparia riparia,Bank Swallow,4.35
7/32646307,Alauda arvensis,Catharus ustulatus,Swainson's Thrush,16.78,Turdus pilaris,Fieldfare,9.73,Alauda arvensis,Eurasian Skylark,9.19,Catharus fuscescens,Veery,7.11,Sialia sialis,Eastern Bluebird,5.23
8/32641578,Alauda arvensis,Alauda arvensis,Eurasian Skylark,84.04,Galerida cristata,Crested Lark,1.1,Sturnella neglecta,Western Meadowlark,0.89,Eremophila alpestris,Horned Lark,0.84,Anthus rubescens,American Pipit,0.38
7/32641577,Alauda arvensis,Alauda arvensis,Eurasian Skylark,42.65,Ammodramus savannarum,Grasshopper Sparrow,7.0,Ammodramus nelsoni,Nelson's Sparrow,3.65,Passerculus sandwichensis,Savannah Sparrow,3.34,Pooecetes gramineus,Vesper Sparrow,2.43
2/32642612,Alauda arvensis,Alauda arvensis,Eurasian Skylark,38.46,Milvus milvus,Red Kite,2.59,Turdus pilaris,Fieldfare,1.59,Progne subis,Purple Martin,1.56,Milvus migrans,Black Kite,1.13
3/32640633,Alauda arvensis,Alauda arvensis,Eurasian Skylark,18.08,Pooecetes gramineus,Vesper Sparrow,11.94,Calcarius lapponicus,Lapland Longspur,6.16,Passerculus sandwichensis,Savannah Sparrow,4.07,Spiza americana,Dickcissel,2.68
2/32640632,Alauda arvensis,Calcarius lapponicus,Lapland Longspur,23.57,Passerculus sandwichensis,Savannah Sparrow,17.58,Pooecetes gramineus,Vesper Sparrow,5.9,Emberiza citrinella,Yellowhammer,3.4,Spizella pallida,Clay colored Sparrow,2.7
4/32614964,Alauda arvensis,Alauda arvensis,Eurasian Skylark,49.22,Calcarius lapponicus,Lapland Longspur,6.31,Calidris minutilla,Least Sandpiper,4.28,Calidris bairdii,Baird's Sandpiper,3.05,Ammodramus savannarum,Grasshopper Sparrow,1.42
3/32614963,Alauda arvensis,Emberiza citrinella,Yellowhammer,38.62,Emberiza calandra,Corn Bunting,10.39,Pooecetes gramineus,Vesper Sparrow,9.37,Emberiza schoeniclus,Reed Bunting,4.35,Anthus rubescens,American Pipit,2.97
2/32614962,Alauda arvensis,Alauda arvensis,Eurasian Skylark,87.01,Calcarius lapponicus,Lapland Longspur,1.28,Passerculus sandwichensis,Savannah Sparrow,0.7,Eremophila alpestris,Horned Lark,0.59,Calidris bairdii,Baird's Sandpiper,0.35
2/32603122,Alauda arvensis,Eremophila alpestris,Horned Lark,9.31,Vanellus vanellus,Northern Lapwing,2.54,Alauda arvensis,Eurasian Skylark,2.1,Anthus rubescens,American Pipit,2.07,Charadrius vociferus,Killdeer,1.97
1/32600041,Alauda arvensis,Alauda arvensis,Eurasian Skylark,35.15,Lanius excubitor,Great Grey Shrike,3.16,Tachycineta thalassina,Violet green Swallow,3.15,Stelgidopteryx serripennis,Northern Rough winged Swallow,1.82,Molothrus ater,Brown headed Cowbird,1.64
0/32578510,Alauda arvensis,Alauda arvensis,Eurasian Skylark,84.44,Eremophila alpestris,Horned Lark,2.49,Pooecetes gramineus,Vesper Sparrow,1.06,Galerida cristata,Crested Lark,0.67,Charadrius montanus,Mountain Plover,0.46
1/32572111,Alauda arvensis,Calcarius lapponicus,Lapland Longspur,9.4,Alauda arvensis,Eurasian Skylark,8.83,Chondestes grammacus,Lark Sparrow,8.72,Anthus rubescens,American Pipit,4.83,Eremophila alpestris,Horned Lark,4.42
7/32572057,Alauda arvensis,Anthus rubescens,American Pipit,9.33,Eremophila alpestris,Horned Lark,7.78,Sturnus vulgaris,European Starling,6.57,Pooecetes gramineus,Vesper Sparrow,3.43,Chondestes grammacus,Lark Sparrow,3.22
4/32571974,Alauda arvensis,Alauda arvensis,Eurasian Skylark,80.85,Eremophila alpestris,Horned Lark,3.88,Calcarius lapponicus,Lapland Longspur,1.0,Galerida cristata,Crested Lark,0.64,Anthus rubescens,American Pipit,0.47
8/31248838,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,47.2,Petrochelidon pyrrhonota,Cliff Swallow,15.36,Progne subis,Purple Martin,7.24,Petrochelidon fulva,Cave Swallow,6.31,Riparia riparia,Bank Swallow,2.41
9/30998299,Riparia riparia,Hirundo rustica,Barn Swallow,43.67,Petrochelidon pyrrhonota,Cliff Swallow,16.11,Petrochelidon fulva,Cave Swallow,8.15,Hirundo rustica erythrogaster,American Barn Swallow,8.09,Hirundo neoxena,Welcome Swallow,5.66
2/31003942,Riparia riparia,Circus cyaneus,Hen Harrier,5.24,Jabiru mycteria,Jabiru,3.66,Vanellus vanellus,Northern Lapwing,3.26,Grus americana,Whooping Crane,2.52,Grus grus,Common Crane,2.32
9/30804339,Riparia riparia,Riparia riparia,Bank Swallow,78.51,Stelgidopteryx serripennis,Northern Rough winged Swallow,2.86,Tachycineta bicolor,Tree Swallow,2.58,Tachycineta albilinea,Mangrove Swallow,2.39,Tachycineta thalassina,Violet green Swallow,1.5
7/30801997,Riparia riparia,Riparia riparia,Bank Swallow,55.59,Stelgidopteryx serripennis,Northern Rough winged Swallow,6.95,Tachycineta thalassina,Violet green Swallow,5.58,Tachycineta bicolor,Tree Swallow,2.39,Chlidonias niger,Black Tern,2.33
6/30790826,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,49.99,Riparia riparia,Bank Swallow,23.1,Tachycineta thalassina,Violet green Swallow,1.36,Petrochelidon fulva,Cave Swallow,1.06,Petrochelidon pyrrhonota,Cliff Swallow,0.96
8/30840778,Riparia riparia,Riparia riparia,Bank Swallow,50.4,Stelgidopteryx serripennis,Northern Rough winged Swallow,12.23,Petrochelidon pyrrhonota,Cliff Swallow,6.03,Petrochelidon fulva,Cave Swallow,5.27,Aeronautes saxatalis,White throated Swift,2.29
7/30840777,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,33.47,Riparia riparia,Bank Swallow,27.96,Petrochelidon pyrrhonota,Cliff Swallow,5.74,Petrochelidon fulva,Cave Swallow,4.69,Progne subis,Purple Martin,1.88
6/30840776,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,52.96,Riparia riparia,Bank Swallow,7.68,Petrochelidon fulva,Cave Swallow,5.2,Progne subis,Purple Martin,3.83,Petrochelidon pyrrhonota,Cliff Swallow,3.2
5/30840775,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,67.49,Petrochelidon fulva,Cave Swallow,6.29,Petrochelidon pyrrhonota,Cliff Swallow,5.18,Riparia riparia,Bank Swallow,4.54,Chaetura pelagica,Chimney Swift,2.82
8/30895258,Riparia riparia,Hirundo rustica,Barn Swallow,25.72,Hirundo neoxena,Welcome Swallow,23.14,Tachycineta bicolor,Tree Swallow,14.41,Tachycineta thalassina,Violet green Swallow,10.1,Hirundo rustica erythrogaster,American Barn Swallow,8.65
3/30850253,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,51.33,Riparia riparia,Bank Swallow,28.49,Tachycineta bicolor,Tree Swallow,1.72,Tachycineta albilinea,Mangrove Swallow,1.07,Petrochelidon pyrrhonota,Cliff Swallow,0.9
2/30869292,Riparia riparia,Riparia riparia,Bank Swallow,49.85,Stelgidopteryx serripennis,Northern Rough winged Swallow,6.55,Hirundo rustica,Barn Swallow,3.11,Tachycineta bicolor,Tree Swallow,2.59,Cuculus canorus,Common Cuckoo,1.8
6/30718676,Riparia riparia,Riparia riparia,Bank Swallow,58.23,Stelgidopteryx serripennis,Northern Rough winged Swallow,17.12,Petrochelidon fulva,Cave Swallow,2.06,Petrochelidon pyrrhonota,Cliff Swallow,1.49,Tachycineta thalassina,Violet green Swallow,1.4
5/30718675,Riparia riparia,Riparia riparia,Bank Swallow,13.04,Falco subbuteo,Eurasian Hobby,11.36,Falco sparverius,American Kestrel,5.51,Falco mexicanus,Prairie Falcon,5.25,Charadrius semipalmatus,Semipalmated Plover,5.01
4/30718674,Riparia riparia,Riparia riparia,Bank Swallow,30.95,Stelgidopteryx serripennis,Northern Rough winged Swallow,9.2,Plectrophenax nivalis,Snow Bunting,4.46,Alauda arvensis,Eurasian Skylark,3.19,Stercorarius parasiticus,Parasitic Jaeger,2.96
1/31934041,Riparia riparia,Hirundo neoxena,Welcome Swallow,17.41,Petrochelidon pyrrhonota,Cliff Swallow,15.87,Hirundo rustica,Barn Swallow,15.61,Tachycineta thalassina,Violet green Swallow,15.23,Chlidonias niger,Black Tern,10.66
0/31934040,Riparia riparia,Tachycineta bicolor,Tree Swallow,15.94,Petrochelidon pyrrhonota,Cliff Swallow,10.22,Stelgidopteryx serripennis,Northern Rough winged Swallow,9.7,Tachycineta thalassina,Violet green Swallow,5.52,Riparia riparia,Bank Swallow,5.33
8/30614928,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,82.03,Tachycineta bicolor,Tree Swallow,1.0,Sayornis phoebe,Eastern Phoebe,0.79,Riparia riparia,Bank Swallow,0.75,Tachycineta thalassina,Violet green Swallow,0.37
7/30614927,Riparia riparia,Stelgidopteryx serripennis,Northern Rough winged Swallow,67.64,Tachycineta albilinea,Mangrove Swallow,3.31,Tachycineta thalassina,Violet green Swallow,3.0,Riparia riparia,Bank Swallow,1.91,Tachycineta bicolor,Tree Swallow,1.51
5/30613755,Riparia riparia,Petrochelidon pyrrhonota,Cliff Swallow,12.64,Tachycineta bicolor,Tree Swallow,4.41,Anas discors,blue-winged teal,4.23,Delichon urbicum,Common House Martin,4.15,Progne subis,Purple Martin,3.7
8/30644908,Riparia riparia,Riparia riparia,Bank Swallow,84.97,Tachycineta bicolor,Tree Swallow,3.82,Stelgidopteryx serripennis,Northern Rough winged Swallow,1.99,Tachycineta thalassina,Violet green Swallow,1.61,Petrochelidon pyrrhonota,Cliff Swallow,0.47
3/30606463,Riparia riparia,Petrochelidon pyrrhonota,Cliff Swallow,57.83,Petrochelidon fulva,Cave Swallow,12.56,Hirundo rustica,Barn Swallow,8.72,Hirundo neoxena,Welcome Swallow,5.71,Progne subis,Purple Martin,3.14
2/30606462,Riparia riparia,Riparia riparia,Bank Swallow,39.66,Stelgidopteryx serripennis,Northern Rough winged Swallow,19.73,Sayornis nigricans,Black Phoebe,2.88,Sayornis phoebe,Eastern Phoebe,2.37,Sayornis saya,Say's Phoebe,0.69
4/32454454,Hirundo rustica,Aeronautes saxatalis,White throated Swift,19.58,Hirundo rustica,Barn Swallow,3.48,Hirundo rustica erythrogaster,American Barn Swallow,2.9,Tachycineta bicolor,Tree Swallow,2.31,Hirundo neoxena,Welcome Swallow,2.18
2/32454452,Hirundo rustica,Orcinus orca,Orca,13.75,Branta canadensis,Canada Goose,2.2,Grus grus,Common Crane,1.79,Capreolus capreolus,Western Roe Deer,1.59,Pandion haliaetus,Osprey,1.06
7/32454227,Hirundo rustica,Hirundo rustica,Barn Swallow,82.04,Hirundo rustica erythrogaster,American Barn Swallow,11.11,Hirundo neoxena,Welcome Swallow,2.95,Petrochelidon pyrrhonota,Cliff Swallow,1.53,Tachycineta bicolor,Tree Swallow,0.48
3/32443713,Hirundo rustica,Hirundo rustica,Barn Swallow,71.42,Hirundo rustica erythrogaster,American Barn Swallow,13.88,Hirundo neoxena,Welcome Swallow,5.3,Petrochelidon pyrrhonota,Cliff Swallow,4.64,Petrochelidon fulva,Cave Swallow,1.13
9/32447419,Hirundo rustica,Hirundo rustica,Barn Swallow,31.62,Hirundo neoxena,Welcome Swallow,17.89,Tachycineta bicolor,Tree Swallow,4.9,Delichon urbicum,Common House Martin,4.62,Hirundo rustica erythrogaster,American Barn Swallow,2.97
2/32434492,Hirundo rustica,Hirundo rustica,Barn Swallow,39.23,Petrochelidon pyrrhonota,Cliff Swallow,29.01,Hirundo rustica erythrogaster,American Barn Swallow,11.22,Hirundo neoxena,Welcome Swallow,11.19,Petrochelidon fulva,Cave Swallow,4.67
9/32463689,Hirundo rustica,Aeronautes saxatalis,White throated Swift,22.1,Chaetura pelagica,Chimney Swift,7.81,Progne subis,Purple Martin,5.61,Chaetura vauxi,Vaux's Swift,5.44,Apus apus,Common Swift,2.48
0/32365800,Hirundo rustica,Petrochelidon pyrrhonota,Cliff Swallow,38.52,Hirundo rustica,Barn Swallow,21.46,Petrochelidon fulva,Cave Swallow,16.01,Hirundo rustica erythrogaster,American Barn Swallow,3.29,Delichon urbicum,Common House Martin,2.48
9/32365799,Hirundo rustica,Delichon urbicum,Common House Martin,24.26,Tachycineta bicolor,Tree Swallow,15.25,Tachycineta thalassina,Violet green Swallow,12.79,Tachycineta albilinea,Mangrove Swallow,6.7,Petrochelidon pyrrhonota,Cliff Swallow,5.35
8/32365798,Hirundo rustica,Hirundo rustica,Barn Swallow,53.16,Hirundo neoxena,Welcome Swallow,31.22,Hirundo rustica erythrogaster,American Barn Swallow,4.07,Delichon urbicum,Common House Martin,1.75,Petrochelidon pyrrhonota,Cliff Swallow,1.38
1/32310691,Hirundo rustica,Delichon urbicum,Common House Martin,66.22,Tachycineta bicolor,Tree Swallow,5.7,Tachycineta thalassina,Violet green Swallow,3.57,Progne subis,Purple Martin,2.72,Petrochelidon pyrrhonota,Cliff Swallow,2.23
